azi,incl,md,tvd,dispns,dispew,Well,neg_tvd
0.0,0.0,0.0,0.0,3.17,-3.53,F-1 C,-0.0
0.0,0.0,210.699996948242,210.699996948242,3.17,-3.53,F-1 C,-210.699996948242
5.27508296106913,0.0321140588209898,237.600006103516,237.595382621425,3.40040275458976,-3.89530766629776,F-1 C,-237.595382621425
5.3180184441657,0.0333357881323186,251.100006103516,251.088155931079,3.6440961243433,-4.26358654061696,F-1 C,-251.088155931079
5.33651889162726,0.0431096330259218,264.899993896484,264.878009905107,3.94879519172635,-4.69396441520297,F-1 C,-264.878009905107
5.3548446357213,0.0357792488355707,279.200012207031,279.166873841177,4.28211680928004,-5.14878668101245,F-1 C,-279.166873841177
5.3058009263482,0.0314159257053502,292.700012207031,292.659247507222,4.54535184649994,-5.51788014457111,F-1 C,-292.659247507222
5.77215292381146,0.0197222204653731,302.799987792969,302.755975497072,4.72092400509067,-5.69809692576711,F-1 C,-302.755975497072
5.81508787427581,0.0246091418718774,315.5,315.452856275105,4.9695975775312,-5.82984291449972,F-1 C,-315.452856275105
5.48365001974656,0.041887903714593,332.200012207031,332.143587087627,5.39670403033298,-6.17327750708852,F-1 C,-332.143587087627
5.25658251360758,0.0485201527087099,342.200012207031,342.133440302316,5.66820442100012,-6.53088736711559,F-1 C,-342.133440302316
5.11556014439702,0.0575958644866735,358.5,358.410509331331,6.05692211168271,-7.30061031334763,F-1 C,-358.410509331331
5.21155325326188,0.0535816068739755,378.0,377.880421524402,6.52708174843613,-8.27532001498148,F-1 C,-377.880421524402
5.12498507149532,0.0575958644866735,414.799987792969,414.623612024496,7.4235203987449,-10.110810947843,F-1 C,-414.623612024496
5.10892780801793,0.0535816068739755,455.399993896484,455.160880554587,8.31199910213936,-12.1841268004001,F-1 C,-455.160880554587
5.06861074490527,0.0495673492612774,495.399993896484,495.107681344878,9.07127330647252,-14.1008651013533,F-1 C,-495.107681344878
5.11503656692669,0.0483456199499486,535.599975585938,535.2595130239,9.79921392067948,-15.9279248185743,F-1 C,-535.2595130239
5.00979323433105,0.0534070741152142,575.799987792969,575.407562198807,10.4942764626205,-17.8474879005984,F-1 C,-575.407562198807
5.32883940030749,0.0699877070034794,616.5,616.030945597051,11.6354199898195,-20.0473843566642,F-1 C,-616.030945597051
5.54665615008348,0.106988685150379,656.799987792969,656.172149712215,14.0444239268841,-22.6428414535428,F-1 C,-656.172149712215
5.66725846531865,0.143815126377328,697.099975585938,696.154162758392,17.9961513568665,-25.7569810279303,F-1 C,-696.154162758392
5.62641782473565,0.167028004098521,720.0,718.777725548778,20.8433358413907,-27.8673794273549,F-1 C,-718.777725548778
5.59919073101365,0.186924763564439,737.400024414063,735.905720643116,23.2420274436914,-29.7722013169434,F-1 C,-735.905720643116
5.58819507150434,0.181339715284079,756.799987792969,754.977719033822,25.9827885260719,-32.0315330288969,F-1 C,-754.977719033822
5.59378025294275,0.172438532103687,798.900024414063,796.420687734993,31.6856356342291,-36.760075989628,F-1 C,-796.420687734993
5.51035353599822,0.175231056243867,838.299987792969,835.227504415765,36.7528110686621,-41.308031560033,F-1 C,-835.227504415765
5.40580848424045,0.194778741869885,868.0,864.421128019646,40.4436310284229,-45.3262077820944,F-1 C,-864.421128019646
5.41767659532292,0.19687313497502,878.200012207031,874.426193027047,41.7212442518626,-46.8449386368244,F-1 C,-874.426193027047
5.51105181683608,0.186750226644488,918.0,913.49713128589,46.8917760335652,-52.386699833099,F-1 C,-913.49713128589
5.58295929680096,0.154985239582805,999.0,993.315205935039,57.060636716499,-61.6622899710021,F-1 C,-993.315205935039
5.59098766222355,0.15830135783808,1079.80004882813,1073.12595357101,66.7324927975115,-69.7456566133985,F-1 C,-1073.12595357101
5.44821985723446,0.198618470885011,1120.40002441406,1113.08053279855,71.8855546058579,-74.7581754668769,F-1 C,-1113.08053279855
5.36880705668512,0.206996043305551,1160.80004882813,1152.6532859814,77.0945641070537,-81.0016589390679,F-1 C,-1152.6532859814
5.37107606993399,0.20402898224542,1201.0,1192.00727676023,82.108371686604,-87.4947324121478,F-1 C,-1192.00727676023
5.39935031859666,0.217118951636082,1241.40002441406,1231.5147420712,87.3732476264821,-94.0958828881862,F-1 C,-1231.5147420712
5.4038883450944,0.210486715125533,1281.80004882813,1270.99483332173,92.8242909170203,-100.711348535024,F-1 C,-1270.99483332173
5.41488400460371,0.189368230509475,1322.40002441406,1310.78537368716,97.9981870030386,-106.895182244749,F-1 C,-1310.78537368716
5.39900144449384,0.177499986268953,1335.59997558594,1323.76380330805,99.5396727913455,-108.744703844824,F-1 C,-1323.76380330805
5.75836467358294,0.133692218046797,1387.09997558594,1374.65034204887,105.394685964779,-113.983028716184,F-1 C,-1374.65034204887
6.03430118572751,0.182735977354169,1428.0,1415.04166099099,111.357484680338,-116.265035084717,F-1 C,-1415.04166099099
0.110828405843126,0.212581108230668,1468.30004882813,1454.57174247424,119.135339301822,-116.69699395444,F-1 C,-1454.57174247424
0.393746269950039,0.237713842137045,1508.69995117188,1493.96393802092,127.767068375383,-114.399831812695,F-1 C,-1493.96393802092
0.522202513556377,0.270351497153724,1551.30004882813,1535.19859666988,137.331139031132,-109.637273409926,F-1 C,-1535.19859666988
0.569151879758614,0.310668593555898,1589.09997558594,1571.4127176671,146.574248342661,-104.005056004456,F-1 C,-1571.4127176671
0.587826897429635,0.353254636627915,1629.5,1609.60432907471,157.592816855314,-96.800733269893,F-1 C,-1609.60432907471
