azi,incl,md,tvd,dispns,dispew,Well,neg_tvd
0.0,0.0,0.0,0.0,0.0,0.0,F-9,-0.0
0.0,0.0,145.899993896484,145.899993896484,0.0,0.0,F-9,-145.899993896484
3.44196393522227,0.00453785588898181,218.5,218.499750835389,-0.15734866769927,-0.0487376649834312,F-9,-218.499750835389
4.45600007089586,0.00314159277859448,259.0,258.999494367678,-0.261258411846125,-0.137463729492307,F-9,-258.999494367678
4.20432362470267,0.00610865227827905,299.5,299.499050410572,-0.337569373530604,-0.307076135811547,F-9,-299.499050410572
0.610167090551076,0.00767944866757629,340.0,339.998685228317,-0.270300270343405,-0.326044681064981,F-9,-339.998685228317
6.00672521790269,0.00610865227827905,394.299987792969,394.297533276001,0.0601244257323992,-0.251844687348343,F-9,-394.297533276001
6.15560178180053,0.00610865227827905,420.399993896484,420.397054207417,0.215884328488736,-0.283746774498279,F-9,-420.397054207417
3.45121415895305,0.0813323404841501,454.899993896484,454.861403443589,-1.01517025823536,-0.724446823120318,F-9,-454.861403443589
3.48332815327561,0.1558579075378,497.700012207031,497.350999073859,-5.80309867656592,-2.36819136333631,F-9,-497.350999073859
3.3744195120715,0.244869689407446,537.599975585938,536.441281821541,-13.4321107084137,-4.52341371544425,F-9,-536.441281821541
3.25416633725527,0.305432619115439,565.679992675781,563.463288887256,-20.942133235072,-5.78351904863248,F-9,-563.463288887256
3.20075930475195,0.382401636469368,604.929992675781,600.406719244141,-34.1232394154689,-6.88005265993663,F-9,-600.406719244141
3.17946626657118,0.500211360985323,686.260009765625,673.902844790946,-68.8005751781678,-8.51772453483146,F-9,-673.902844790946
3.19499968626212,0.531976348047007,727.0,709.335275127248,-88.8827245312754,-9.43929288985077,F-9,-709.335275127248
3.23723662220472,0.589397696419676,767.659973144531,743.76651262018,-110.435967438228,-11.0694783329038,F-9,-743.76651262018
3.27161962977615,0.660258088022908,807.830017089844,776.341261012406,-133.774533336164,-13.734105324379,F-9,-776.341261012406
3.31420570613768,0.72047189395673,847.969970703125,807.28693149096,-159.033317572523,-17.6057796861614,F-9,-807.28693149096
3.30163931421736,0.811927176060924,888.0,836.120744804075,-186.398607720244,-22.191482969295,F-9,-836.120744804075
3.30233759505521,0.878424244533935,928.409973144531,862.931856941295,-216.235233346902,-27.0189346180655,F-9,-862.931856941295
3.32624852058767,0.947190193097762,968.130004882813,887.217668137214,-247.186047851247,-32.4280731995755,F-9,-887.217668137214
3.33497516684811,1.03096598388219,1059.43994140625,937.37441126051,-322.094466483563,-46.7676129067717,F-9,-937.37441126051
3.33043740666648,1.02904611105225,1140.67004394531,979.19282400641,-390.465195484457,-59.9957262093326,F-9,-979.19282400641
3.32572494311733,1.02677723096143,1181.03002929688,1000.04314088661,-424.423063956488,-66.4029848777211,F-9,-1000.04314088661
3.32572494311733,1.02677723096143,1206.0,1012.96707443467,-445.427086751779,-70.3148137306933,F-9,-1012.96707443467
